"osebuildingid","datayear","buildingname","buildingtype","taxparcelidentificationnumber","address","city","state","zipcode","latitude","longitude","neighborhood","councildistrictcode","yearbuilt","numberoffloors","numberofbuildings","propertygfatotal","propertygfabuildings","propertygfaparking","selfreportgfatotal","selfreportgfabuildings","selfreportparking","energystarscore","siteeuiwn_kbtu_sf","siteeui_kbtu_sf","siteenergyuse_kbtu","siteenergyusewn_kbtu","sourceeuiwn_kbtu_sf","sourceeui_kbtu_sf","epapropertytype","largestpropertyusetype","largestpropertyusetypegfa","secondlargestpropertyusetype","secondlargestpropertyuse","thirdlargestpropertyusetype","thirdlargestpropertyusetypegfa","electricity_kwh","steamuse_kbtu","naturalgas_therms","compliancestatus","complianceissue","electricity_kbtu","naturalgas_kbtu","totalghgemissions","ghgemissionsintensity","demolished"
"25723","2015","THREE20 APARTMENTS","Multifamily MR (5-9)","8725600170","320 E PINE ST","SEATTLE","WA","98122","47.61539","-122.32708","EAST","3","2013","6","1","130284","90314","39970","170254","130284","39970","50","66.59999847","66.59999847","6011742","6011742","140.1000061","140.1000061","Multifamily MR (5-9)","Multifamily Housing","90314","Parking","39970","Restaurant","2998","889014",,"29784","Compliant","No Issue","3033317","2978425","175.4","1.346","false"
"25724","2015","BELLEVUE TERRACE","Multifamily MR (5-9)","8725600190","1623 BELLEVUE AVE","SEATTLE","WA","98122","47.61593","-122.32715","EAST","3","2012","6","1","24962","24962","0","24962","24962","0","56","33.5","31.79999924","653366","687828","105.3000031","100","Multifamily MR (5-9)","Multifamily Housing","20517","Parking","4445","NA",,"191490",,,"Compliant","No Issue","653366",,"3.8","0.152","false"
"25725","2015","CAPITOL STEPS APARTMENTS","Multifamily MR (5-9)","8725600195","1633 BELLEVUE AVE","SEATTLE","WA","98122","47.61609","-122.32714","EAST","3","1997","7","1","73830","58905","14925","58905","58905","0","74","34.40000153","32.59999847","1918306","2029070","101.5999985","97","Multifamily MR (5-9)","Multifamily Housing","58905","Parking","14925","Other - Restaurant/Bar","150","518731",,"1484","Compliant","No Issue","1769910","148397","18.1","0.307","false"
"25726","2015","BELLEVUE & OLIVE APTS","Multifamily MR (5-9)","8725600210","1651 BELLEVUE AVE","SEATTLE","WA","98122","47.61666","-122.32708","EAST","3","1994","6","1","77577","48587","28990","68228","50667","17561","90","42.20000076","40.59999847","2056814","2139622","98.80000305","97.09999847","Multifamily MR (5-9)","Multifamily Housing","43656","Parking","17561","Office","7011","386851",,"7369","Compliant","No Issue","1319936","736878","46.7","0.922","false"
"25737","2015","MERRILL GARDENS - FAERLAND TERRACE","NonResidential","8725600380","1421 MINOR AVE","SEATTLE","WA","98101","47.61318","-122.32747","EAST","3","1969","6","1","95117","69035","26082","126949","101746","25203","1","110.8000031","106.8000031","7374528","7652292","247.3000031","243","Senior Living Community","Senior Living Community","69035","Parking","26082","NA",,"1267040",,"30514","Compliant","No Issue","4323140","3051388","186.8","1.836","false"
"25742","2015","THE NEW MCDERMOTT APARTMENTS","Multifamily MR (5-9)","8725600460","1514 BELLEVUE AVE","SEATTLE","WA","98122","47.6146","-122.32661","EAST","3","1926","7","1","54572","54572","0","54572","54572","0","97","68.59999847","56.40000153","3078672","3745096","90.5","76.69999695","Multifamily MR (5-9)","Multifamily Housing","54572","NA",,"NA",,"134005",,"26214","Compliant","No Issue","457226","2621446","141.6","2.595","false"
"25743","2015","FIRST COVENANT CHURCH","NonResidential","8725600475","1500 BELLEVUE AVE","SEATTLE","WA","98122","47.61426","-122.32661","EAST","3","1910","2","1","24600","24600","0","24600","24600","0","69","15.30000019","14.19999981","349139","375861","39.29999924","36.29999924","Worship Facility","Worship Facility","24600","NA",,"NA",,"73888",,"970","Compliant","No Issue","252108","97031","6.6","0.268","false"
"25744","2015","1629 CONDOMINIUM","Multifamily LR (1-4)","7804320000","1629 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.63447","-122.35724","MAGNOLIA / QUEEN ANNE","7","1990","4","1","20378","20378","0","20375","20375","0",,"34","31.29999924","638201","693291","91","86","Multifamily LR (1-4)","Multifamily Housing","20378","NA",,"NA",,"151762",,"1204","Compliant","No Issue","517811","120390","9.4","0.461","false"
"25745","2015","TRINITY PARISH EPISCOPAL CHURCH","NonResidential","8590400490","609 8TH AVE","SEATTLE","WA","98104","47.60514","-122.32613","EAST","7","1900","1","1","48850","48850","0","48850","48850","0",,"33.79999924","26.79999924","984657","1242389","54.29999924","45.5","Worship Facility","Worship Facility","28725","Office","4325","Other","3700","74073","723335","86","Compliant","No Issue","252736","8586","60.5","1.238","false"
"25747","2015","HAWTHORNE APARTMENTS","Multifamily MR (5-9)","8725600500","1618 BELLEVUE AVE","SEATTLE","WA","98122","47.61592","-122.32644","EAST","3","2001","8","1","104452","63076","41376","104452","63076","41376","94","34.70000076","33.79999924","1916308","1965257","106.0999985","103.8000031","Multifamily MR (5-9)","Multifamily Housing","50473","Parking","41376","Retail Store","6150","542338",,"658","Compliant","No Issue","1850459","65850","14.2","0.225","false"
"25751","2015","STONE COURT","Multifamily LR (1-4)","9267200100","1151 N 94TH ST","SEATTLE","WA","98103","47.69687","-122.34221","NORTHWEST","5","1989","4","1","24880","21880","3000","25380","21880","3500","51","32","30.29999924","662424","700194","100.5","95.09999847","Multifamily LR (1-4)","Multifamily Housing","21880","Parking","3000","NA",,"194146",,,"Compliant","No Issue","662424",,"3.8","0.174","false"
"25752","2015","GRANVIEW APARTMENTS","Multifamily LR (1-4)","9267200155","1120 N 93RD ST","SEATTLE","WA","98103","47.69658","-122.34342","NORTHWEST","5","1989","4","1","29562","21031","8531","29562","21031","8531","81","24.29999924","22.5","665549","717605","76.19999695","70.69999695","Multifamily LR (1-4)","Multifamily Housing","21031","Parking","8531","NA",,"195061",,,"Compliant","No Issue","665549",,"3.9","0.185","false"
"25754","2015","HILL CREST APARTMENTS","Multifamily LR (1-4)","9269200025","7524 35TH AVE SW","SEATTLE","WA","98126","47.53456","-122.37632","DELRIDGE NEIGHBORHOODS","1","1989","4","1","84415","63198","21217","82917","61700","21217","92","27.70000076","26","1645996","1749395","86.90000153","81.80000305","Multifamily LR (1-4)","Multifamily Housing","63198","Parking","21217","NA",,"482414",,,"Compliant","No Issue","1645996",,"9.5","0.154","false"
"25757","2015","WEST POINT PLACE CONDOMINIUM","Multifamily LR (1-4)","9270100000","3507 SW ALASKA ST","SEATTLE","WA","98126","47.56079","-122.3766","SOUTHWEST","1","1988","4","1","21581","21581","0","27197","21581","5616",,"20","17.60000038","379065","431711","62.79999924","55.20000076","Multifamily LR (1-4)","Multifamily Housing","21581","Parking","5616","NA",,"111098",,,"Compliant","No Issue","379065",,"2.2","0.102","false"
"25758","2015","WEST QUEEN ANNE ON 5TH CONDO","Multifamily LR (1-4)","9270150000","1401 5TH AVE W","SEATTLE","WA","98119","47.63182","-122.36384","MAGNOLIA / QUEEN ANNE","7","1920","4","1","57212","57212","0","47346","47346","0","34","37.29999924","32.29999924","1528236","1765259","117.0999985","101.4000015","Multifamily LR (1-4)","Multifamily Housing","47346","NA",,"NA",,"447900",,,"Compliant","No Issue","1528236",,"8.9","0.188","false"
"25761","2015","WESTRIDGE PARK APARTMENTS (7901)","Multifamily LR (1-4)","9270770000","7901 DELRIDGE WAY SW","SEATTLE","WA","98106","47.53144","-122.36076","DELRIDGE NEIGHBORHOODS","1","1990","2","1","131307","131307","0","345833","294793","51040","57","50.90000153","44.79999924","5883488","6681813","156","136.8999939","Multifamily LR (1-4)","Multifamily Housing","131307","Parking",,"Swimming Pool",,"1655020",,"2366","Compliant","No Issue","5646928","236559","45.3","0.154","false"
"25763","2015","Villa Andora","Multifamily LR (1-4)","9272201340","1520 CALIFORNIA AVE SW","SEATTLE","WA","98116","47.58968","-122.38587","SOUTHWEST","1","1969","3","1","30420","30420","0","35164","35164","0","42","37.29999924","32.09999847","977312","1133688","117","100.9000015","Multifamily LR (1-4)","Multifamily Housing","30420","NA",,"NA",,"286434",,,"Compliant","No Issue","977312",,"5.7","0.162","false"
"25770","2015","PARK HAMILTON","Multifamily LR (1-4)","9274200145","1501 CALIFORNIA AVE SW","SEATTLE","WA","98116","47.59027","-122.3866","SOUTHWEST","1","1966","4","1","39757","36067","3690","39757","36067","3690","68","31.70000076","27","973283","1144193","99.59999847","84.69999695","Multifamily LR (1-4)","Multifamily Housing","36067","Parking","3690","Swimming Pool",,"285253",,,"Compliant","No Issue","973283",,"5.6","0.155","false"
"25772","2015","Avamere Rehabilitation at Park West","NonResidential","9274200430","1703 CALIFORNIA AVE SW","SEATTLE","WA","98116","47.58767","-122.38672","SOUTHWEST","1","1961","3","1","54863","46633","8230","46633","46633","0","100","18.70000076","18.70000076","2057288","2057288","58.90000153","58.90000153","Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)","109726","Parking","8230","NA",,"602956",,,"Compliant","No Issue","2057288",,"11.9","0.255","false"
"25784","2015","LORINGTON APTS","Multifamily LR (1-4)","6003500765","1107 E DENNY WAY","SEATTLE","WA","98122","47.61861","-122.31783","EAST","3","1910","3","1","27328","27328","0","27328","27328","0","79","56.79999924","47.5","1299232","1552161","78.19999695","68.5","Multifamily LR (1-4)","Multifamily Housing","27328","NA",,"NA",,"71193",,"10563","Compliant","No Issue","242911","1056322","57.4","2.1","false"
"25789","2015","HOLIDAY APT","Multifamily LR (1-4)","6003501020","128 10TH AVE E","SEATTLE","WA","98102","47.61977","-122.31918","EAST","3","1958","3","1","23200","23200","0","23200","23200","0","1","70.5","64.90000153","1505708","1635432","219.6000061","202","Multifamily LR (1-4)","Multifamily Housing","23200","NA",,"NA",,"435485",,"198","Compliant","No Issue","1485875","19833","9.7","0.418","false"
"25791","2015","LINCOLN COURT","Multifamily LR (1-4)","6003501079","1020 E DENNY WAY","SEATTLE","WA","98122","47.61895","-122.31852","EAST","3","1907","3","1","20457","20457","0","25475","21700","3775","60","67.30000305","67.30000305","1460213","1460213","94.19999695","94.19999695","Multifamily LR (1-4)","Multifamily Housing","21700","Parking",,"NA",,"71546",,"12161","Compliant","No Issue","244116","1216097","65.9","3.037","false"
"25798","2015","THE CAPITAL BLDG","Multifamily MR (5-9)","6003501225","200 BROADWAY E","SEATTLE","WA","98102","47.62007","-122.32067","EAST","3","1924","5","1","38160","38160","0","38160","38160","0",,"90.69999695","74.19999695","2831368","3460000","135.8000031","118.5","Multifamily MR (5-9)","Multifamily Housing","34750","Retail Store","3410","NA",,"217015",,"20909","Compliant","No Issue","740455","2090913","115.1","3.016","false"
"25819","2015","705 LOFTS","Multifamily MR (5-9)","5247802570","705 S WELLER ST","SEATTLE","WA","98104","47.59739","-122.32354","DOWNTOWN","2","2006","6","1","46951","35028","11923","49075","36475","12600",,"32.5","30.29999924","1103762","1184972","102","95","Multifamily MR (5-9)","Multifamily Housing","35425","Parking","12600","Office","1050","323494",,,"Compliant","No Issue","1103762",,"6.4","0.175","false"
"25822","2015","NEW AMERICAN CONDO","Multifamily LR (1-4)","5247802740","420 7TH AVE S","SEATTLE","WA","98104","47.59852","-122.32321","DOWNTOWN","2","1916","4","1","30210","30210","0","32152","32152","0",,"38.09999847","36.70000076","1109850","1152507","77.80000305","76.40000153","Multifamily LR (1-4)","Multifamily Housing","15810","Office","7200","Restaurant","7200","160044",,"5638","Compliant","No Issue","546069","563781","33","1.026","false"
"25842","2015","MODINE","NonResidential","5263300910","115 S DAWSON ST","SEATTLE","WA","98134","47.55544","-122.33294","GREATER DUWAMISH","1","1960","1","1","25000","25000","0","25000","25000","0",,"9.399999619","9.699999809","242805","235993","22","22.89999962","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","24000","Office","1000","NA",,"44449",,"911","Compliant","No Issue","151661","91144","5.7","0.228","false"
"25847","2015","PINE BELLEVUE BUILDING","NonResidential","8725600520","400 E PINE ST","SEATTLE","WA","98122","47.61543","-122.32657","EAST","3","1917","3","1","27544","27544","0","27544","27544","0","86","45.5","46.40000153","1038667","1017382","127.1999969","130.1999969","Office","Office","22365","Parking","3744","NA",,"255289",,"1676","Compliant","No Issue","871046","167621","13.9","0.505","false"
"25849","2015","OLETA","Multifamily LR (1-4)","8725600605","1816 BELLEVUE AVE","SEATTLE","WA","98122","47.61834","-122.32641","EAST","3","1910","3","1","21264","21264","0","21264","21264","0","77","69.69999695","60.59999847","1314300","1512892","103.0999985","92.30000305","Multifamily LR (1-4)","Multifamily Housing","21693","NA",,"NA",,"87227",,"10167","Compliant","No Issue","297618","1016683","55.6","2.615","false"
"25850","2015","BELGROVE COURT","Multifamily MR (5-9)","8725600615","1808 BELLEVUE AVE","SEATTLE","WA","98122","47.61811","-122.32643","EAST","3","1992","6","1","63102","40992","22110","60030","42830","17200","94","35.79999924","33.70000076","1444429","1534686","112.5","105.9000015","Multifamily MR (5-9)","Multifamily Housing","30056","Parking","17200","Other","7299","423338",,,"Compliant","No Issue","1444429",,"8.4","0.196","false"
"25851","2015","THE BURLINGAME","Multifamily MR (5-9)","8725600620","404 E HOWELL ST","SEATTLE","WA","98122","47.6179","-122.32647","EAST","3","1925","6","1","26694","26694","0","29071","29071","0",,"90.90000153","72.5","2108012","2641474","127.3000031","108.0999985","Multifamily MR (5-9)","Multifamily Housing","25671","Retail Store","3400","NA",,"130169",,"16639","Compliant","No Issue","444138","1663874","90.8","3.123","false"
"25852","2015","1200 ALKI CONDOMINIUM","Multifamily MR (5-9)","8725970000","1200 ALKI AVE SW","SEATTLE","WA","98116","47.59445","-122.38819","SOUTHWEST","1","2000","5","1","26442","26442","0","26442","26442","0","94","32.5","29.5","780410","858673","66.90000153","63.79999924","Multifamily MR (5-9)","Multifamily Housing","26442","NA",,"NA",,"121746",,"3650","Compliant","No Issue","415396","365014","21.8","0.824","false"
"25853","2015","1223 SPRING STREET CONDOMINIUM","Multifamily HR (10+)","8726200000","1223 SPRING ST","SEATTLE","WA","98104","47.61061","-122.32367","EAST","3","1929","12","1","66924","66924","0","68547","61347","7200","86","95.90000153","77.5","5185053","6415168","123.5999985","103","Multifamily HR (10+)","Multifamily Housing","66924","Parking","7200","NA",,"203286",,"44914","Compliant","No Issue","693613","4491441","242.1","3.946","false"
"25854","2015","1226 ALKI AVE SW","Multifamily MR (5-9)","8726400000","1226 ALKI AVE SW","SEATTLE","WA","98116","47.59393","-122.38886","SOUTHWEST","1","2008","6","1","24396","24396","0","22116","22116","0",,"39.59999847","38.70000076","673834","690914","89.09999847","88","Multifamily MR (5-9)","Multifamily Housing","17426","Parking","6970","NA",,"115934",,"2783","Compliant","No Issue","395566","278268","17","0.769","false"
"25856","2015","TWENTY-THIRD AND MAIN CONDOMINIUM","Multifamily MR (5-9)","8726630000","303 23RD AVE S","SEATTLE","WA","98144","47.60004","-122.30256","CENTRAL","3","2000","6","1","49310","49310","0","49310","49310","0","59","42.5","40.09999847","1822684","1931349","98.30000305","93.19999695","Multifamily MR (5-9)","Multifamily Housing","45472","NA",,"NA",,"326236",,"7096","Compliant","No Issue","1113119","709565","44.1","0.894","false"
"25857","2015","1238 ALKI CONDOMINIUM","Multifamily MR (5-9)","8726640000","1238 ALKI AVE SW","SEATTLE","WA","98116","47.59376","-122.38936","SOUTHWEST","1","2002","6","1","25200","25200","0","42320","26450","15870",,"34.29999924","30.79999924","815800","906338","80.40000153","74.30000305","Multifamily MR (5-9)","Multifamily Housing","26450","Parking","7935","NA",,"155381",,"2856","Compliant","No Issue","530159","285641","18.2","0.688","false"
"25866","2015","2001 WESTLAKE TERRACE CONDOMINIUM","Multifamily LR (1-4)","8727100000","2001 WESTLAKE AVE N","SEATTLE","WA","98109","47.63703","-122.34072","MAGNOLIA / QUEEN ANNE","7","1967","4","1","26294","26294","0","26304","26304","0","81","27.29999924","24.20000076","636641","718916","85.90000153","76","Multifamily LR (1-4)","Multifamily Housing","26294","NA",,"NA",,"186589",,,"Compliant","No Issue","636641",,"3.7","0.141","false"
"25875","2015","22 WEST LEE","Multifamily LR (1-4)","8728150000","22 W LEE ST","SEATTLE","WA","98119","47.63148","-122.35766","MAGNOLIA / QUEEN ANNE","7","2005","4","1","36192","36192","0","30160","30160","0","82","30.39999962","27.29999924","989257","1101856","80.19999695","74.59999847","Multifamily LR (1-4)","Multifamily Housing","36192","NA",,"NA",,"232708",,"1953","Compliant","No Issue","793999","195258","15","0.497","false"
"25876","2015","2700 FOURTH AVENUE CONDOMINIUM","Multifamily MR (5-9)","8728250000","2700 4TH AVE","SEATTLE","WA","98121","47.61803","-122.34802","DOWNTOWN","7","1911","6","1","31008","31008","0","27187","27187","0","1","101.0999985","93.30000305","2892778","3135972","279","263.1000061","Multifamily MR (5-9)","Multifamily Housing","24249","Office","6759","NA",,"718298",,"4419","Compliant","No Issue","2450834","441944","37.6","1.383","false"
"25882","2015","WESTBURY TERRACE CONDOMINIUM","Multifamily MR (5-9)","9290000000","9710 5TH AVE NE","SEATTLE","WA","98115","47.70009","-122.32283","NORTH","5","1979","5","1","53088","53088","0","58596","53088","5508","74","31","26.70000076","1417204","1643117","97.19999695","83.80000305","Multifamily MR (5-9)","Multifamily Housing","53088","Parking","5508","NA",,"415359",,,"Compliant","No Issue","1417204",,"8.2","0.154","false"
"25883","2015","WESTERLY CONDOMINIUM","Multifamily LR (1-4)","9290890000","4540 45TH AVE SW","SEATTLE","WA","98116","47.56178","-122.3891","SOUTHWEST","1","1989","4","1","20407","20407","0","17000","17000","0","20","31.89999962","28.89999962","490599","542142","100.0999985","90.59999847","Multifamily LR (1-4)","Multifamily Housing","17000","NA",,"NA",,"143786",,,"Compliant","No Issue","490599",,"2.8","0.165","false"
