OSEBuildingID,SiteEUI,DataYear,BuildingType,EPAPropertyType,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,Neighborhood,CouncilDistrictCode,ZipCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding,PropertyGFAParking,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude
49928,28.60000038,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,DOWNTOWN,7,98121,2014.0,7.0,1.0,135643.0,109745.0,25898.0,104890.0,25898.0,,47.61283,-122.34884
49939,39.09999847,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHEAST,4,98115,2013.0,2.0,1.0,31928.0,31928.0,0.0,31928.0,,,47.6779,-122.26166
49940,213.6999969,2023,Hospital,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),,,EAST,3,98101,1920.0,8.0,1.0,374466.0,374466.0,0.0,329659.0,,,47.60986,-122.32774
49943,99.59999847,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Food Sales,Retail Store,DOWNTOWN,7,98101,1904.0,3.0,1.0,43248.0,43248.0,0.0,28832.0,5663.0,4027.0,47.60994,-122.34234
49944,85.69999695,2023,Multifamily MR (5-9),Mixed Use Property,Multifamily Housing,Other - Restaurant/Bar,Retail Store,DOWNTOWN,7,98101,1983.0,5.0,1.0,66460.0,66460.0,0.0,31964.0,15556.0,9631.0,47.60947,-122.34107
49945,87.69999695,2023,NonResidential,Parking,Parking,Senior Living Community,Other - Public Services,DOWNTOWN,7,98101,1989.0,3.0,1.0,197395.0,41395.0,156000.0,154000.0,38800.0,3650.0,47.60898,-122.34213
49946,118.0,2023,NonResidential,Supermarket/Grocery Store,Supermarket/Grocery Store,,,BALLARD,6,98107,2010.0,8.0,1.0,41198.0,41198.0,0.0,41198.0,,,47.67034,-122.3873
49947,25.60000038,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Retail Store,BALLARD,6,98107,2013.0,6.0,1.0,317814.0,317814.0,0.0,231189.0,94216.0,11938.0,47.66915,-122.37458
49958,64.40000153,2023,NonResidential,Vehicle Repair Services,Vehicle Repair Services,,,GREATER DUWAMISH,1,98134,2014.0,1.0,1.0,20993.0,20993.0,0.0,20983.0,,,47.59523,-122.32334
49964,33.5,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,EAST,3,98122,2014.0,7.0,1.0,278554.0,241130.0,37424.0,241130.0,37424.0,,47.61328,-122.31879
49965,25.79999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98119,2014.0,5.0,1.0,118344.0,100371.0,17973.0,98622.0,,,47.6249,-122.36553
49966,33.5,2023,NonResidential,Pre-school/Daycare,Pre-school/Daycare,,,SOUTHEAST,2,98108,2009.0,1.0,1.0,40265.0,40265.0,0.0,40265.0,,,47.5626,-122.29396
49967,170.1000061,2023,University,College/University,College/University,,,NORTHEAST,4,98105,1900.0,,145.0,15216474.0,15216474.0,0.0,15216474.0,,,47.65544,-122.31184
49978,38.0,2023,University,College/University,College/University,,,NORTHEAST,4,98195,1971.0,5.0,1.0,84459.0,84459.0,0.0,84459.0,,,47.65268,-122.31056
49985,38.70000076,2023,NonResidential,Office,Office,Parking,,LAKE UNION,7,98109,2014.0,6.0,1.0,593200.0,414200.0,179000.0,413775.0,169195.0,,47.62384,-122.33941
49986,34.70000076,2023,University,College/University,College/University,Parking,,MAGNOLIA / QUEEN ANNE,7,98119,2015.0,5.0,1.0,69801.0,46872.0,22929.0,46872.0,22929.0,,47.65021,-122.36504
49988,36.79999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,EAST,3,98122,2015.0,6.0,1.0,107556.0,107556.0,0.0,70535.0,25400.0,,47.61329,-122.31981
49990,31.60000038,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTH,5,98125,2015.0,4.0,1.0,20128.0,20128.0,0.0,21019.0,,,47.71986,-122.29297
49992,47.20000076,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,Retail Store,DOWNTOWN,1,98104,2014.0,26.0,1.0,619416.0,490593.0,128823.0,430927.0,128823.0,16103.0,47.59785,-122.33235
49994,24.10000038,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,,DOWNTOWN,7,98121,2014.0,26.0,1.0,269065.0,193927.0,75138.0,338600.0,75138.0,,47.61679,-122.3489
49996,33.09999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Food Service,EAST,3,98102,2013.0,6.0,1.0,83296.0,83296.0,0.0,60452.0,13085.0,837.0,47.62543,-122.32691
49997,29.39999962,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98119,2014.0,4.0,1.0,112264.0,88304.0,23960.0,88304.0,23960.0,,47.64771,-122.37697
49998,7.599999905,2023,NonResidential,Self-Storage Facility,Self-Storage Facility,,,SOUTHEAST,2,98144,2014.0,4.0,1.0,101580.0,87576.0,14004.0,87576.0,,,47.57054,-122.29139
49999,41.40000153,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,LAKE UNION,7,98109,2014.0,7.0,1.0,94909.0,67708.0,27201.0,67708.0,26243.0,,47.62006,-122.34733
50000,62.5,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,DOWNTOWN,7,98101,2014.0,7.0,1.0,74509.0,68131.0,6378.0,53768.0,6857.0,,47.61357,-122.33249
50001,46.09999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Other - Restaurant/Bar,EAST,3,98122,2013.0,7.0,1.0,118800.0,88455.0,30345.0,80299.0,30528.0,2800.0,47.61488,-122.31442
50002,37.29999924,2023,NonResidential,Parking,Parking,Vehicle Dealership,,NORTHEAST,4,98105,2014.0,3.0,1.0,122680.0,38482.0,84198.0,84198.0,38482.0,,47.66414,-122.31664
50003,34.29999924,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTHEAST,4,98105,2014.0,4.0,1.0,25032.0,21267.0,3765.0,21267.0,3765.0,,47.65725,-122.32007
50005,40.29999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,NORTHEAST,4,98105,2014.0,5.0,1.0,30649.0,30649.0,0.0,30649.0,,,47.65641,-122.32126
50006,36.29999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc)",,BALLARD,6,98107,2014.0,6.0,1.0,39286.0,39286.0,0.0,37334.0,1952.0,,47.6704,-122.38277
50008,41.5,2023,Multifamily MR (5-9),Mixed Use Property,Multifamily Housing,Parking,Office,EAST,3,98122,2012.0,6.0,1.0,158967.0,111010.0,47957.0,68575.0,43408.0,24879.0,47.61605,-122.3165
50009,32.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,NORTHEAST,4,98105,2014.0,7.0,1.0,42905.0,42905.0,0.0,42905.0,,,47.65713,-122.31527
50010,5.400000095,2023,NonResidential,Self-Storage Facility,Self-Storage Facility,,,BALLARD,6,98107,2014.0,4.0,1.0,99751.0,85639.0,14112.0,99751.0,,,47.66341,-122.37705
50011,42.09999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Restaurant,EAST,3,98102,2014.0,7.0,1.0,85647.0,72528.0,13119.0,71704.0,13119.0,2212.0,47.61986,-122.32381
50013,29.0,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHEAST,2,98144,2014.0,4.0,1.0,45892.0,45892.0,0.0,45892.0,,,47.57113,-122.29048
50014,46.29999924,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,,DOWNTOWN,7,98101,2014.0,41.0,1.0,499477.0,379494.0,119983.0,379494.0,119983.0,,47.61324,-122.33223
50015,47.79999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,NORTHEAST,4,98115,2014.0,6.0,1.0,26198.0,26198.0,0.0,26198.0,,,47.69087,-122.30629
50016,28.20000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Strip Mall,BALLARD,6,98107,2014.0,7.0,1.0,418285.0,289089.0,129196.0,279653.0,127997.0,10824.0,47.66895,-122.38881
50017,29.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98119,2014.0,5.0,1.0,70191.0,43904.0,26287.0,70191.0,26287.0,,47.62366,-122.3603
50018,39.09999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,NORTHEAST,4,98105,2014.0,7.0,1.0,82087.0,56893.0,25194.0,82087.0,25194.0,,47.66224,-122.31989
50019,32.09999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98109,2014.0,8.0,1.0,31990.0,31990.0,0.0,31990.0,3389.0,,47.6213,-122.35622
50021,33.0,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98102,2015.0,7.0,1.0,33625.0,33625.0,0.0,34813.0,,,47.62266,-122.32501
50022,41.59999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,EAST,3,98102,2015.0,5.0,1.0,22455.0,22455.0,0.0,22626.0,800.0,,47.62301,-122.32337
50023,35.90000153,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,LAKE UNION,4,98103,2014.0,4.0,1.0,182378.0,106156.0,76222.0,106156.0,76222.0,,47.65155,-122.34434
50024,45.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,NORTH,5,98125,2014.0,5.0,1.0,313595.0,221280.0,92315.0,163984.0,60000.0,,47.70833,-122.32203
50026,73.0,2023,NonResidential,Office,Office,Parking,Restaurant,EAST,3,98122,2015.0,5.0,1.0,37873.0,37873.0,0.0,22194.0,5834.0,4748.0,47.61371,-122.31774
50027,18.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98102,2014.0,7.0,1.0,62049.0,42980.0,19069.0,62049.0,,,47.61932,-122.32184
50028,18.5,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,2014.0,4.0,1.0,43566.0,43566.0,0.0,43566.0,,,47.61975,-122.31467
50029,35.0,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,,DOWNTOWN,7,98121,2014.0,12.0,1.0,123686.0,123686.0,0.0,122804.0,33397.0,,47.61428,-122.35056
50030,41.59999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Retail Store,SOUTHEAST,2,98118,2015.0,6.0,1.0,283479.0,197139.0,86340.0,136301.0,86340.0,31243.0,47.55926,-122.28654
50031,63.5,2023,NonResidential,Office,Office,Parking,Restaurant,MAGNOLIA / QUEEN ANNE,7,98109,2015.0,10.0,1.0,513816.0,345992.0,167824.0,329663.0,151658.0,25929.0,47.62906,-122.34259
50033,44.59999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,LAKE UNION,7,98109,2014.0,6.0,1.0,81993.0,69950.0,12043.0,69950.0,12043.0,,47.62001,-122.34196
50034,40.0,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Electric Vehicle Charging Station,,LAKE UNION,7,98109,2014.0,9.0,1.0,253015.0,168006.0,85009.0,193322.0,,,47.62221,-122.33558
50035,54.29999924,2023,NonResidential,Hotel,Hotel,Restaurant,,DOWNTOWN,7,98101,2015.0,14.0,1.0,144614.0,144614.0,0.0,156737.0,1470.0,,47.61665,-122.33261
50036,35.70000076,2023,NonResidential,Office,Office,Parking,,DOWNTOWN,7,98101,2015.0,11.0,1.0,431326.0,300115.0,131211.0,306291.0,107624.0,,47.61673,-122.33267
50037,33.20000076,2023,NonResidential,Office,Office,Parking,Food Service,LAKE UNION,7,98109,2014.0,12.0,1.0,480702.0,317442.0,163260.0,336198.0,136594.0,5699.0,47.62154,-122.34015
50038,16.20000076,2023,NonResidential,Mixed Use Property,Office,Vehicle Repair Services,,MAGNOLIA / QUEEN ANNE,6,98199,2014.0,2.0,1.0,25532.0,25532.0,0.0,11745.0,11745.0,,47.66144,-122.38723
50039,42.40000153,2023,NonResidential,Parking,Parking,Vehicle Dealership,,GREATER DUWAMISH,1,98134,2015.0,2.0,1.0,328775.0,108036.0,220739.0,202171.0,108036.0,,47.58542,-122.32185
50040,34.40000153,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Other,EAST,2,98122,2014.0,6.0,1.0,116576.0,103792.0,12784.0,89422.0,12690.0,1976.0,47.60185,-122.31703
50044,54.90000153,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Retail Store,SOUTHWEST,1,98116,2015.0,6.0,2.0,271922.0,196788.0,75134.0,183646.0,78842.0,17198.0,47.56081,-122.38589
50045,40.59999847,2023,NonResidential,Office,Office,Parking,Restaurant,LAKE UNION,7,98109,2015.0,12.0,1.0,483397.0,317189.0,166208.0,321632.0,146810.0,21328.0,47.62264,-122.3394
50046,28.5,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,LAKE UNION,7,98109,2014.0,8.0,1.0,142070.0,102845.0,39225.0,102400.0,33800.0,,47.62383,-122.33143
50047,32.09999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,BALLARD,6,98107,2014.0,7.0,1.0,318835.0,236227.0,82608.0,236227.0,82608.0,,47.66786,-122.38112
50048,67.40000153,2023,NonResidential,Office,Office,Parking,Other,MAGNOLIA / QUEEN ANNE,7,98109,2015.0,6.0,1.0,185116.0,155815.0,29301.0,142282.0,46400.0,18154.0,47.62908,-122.3414
50049,27.5,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,DOWNTOWN,2,98104,2000.0,4.0,1.0,44650.0,44650.0,0.0,44650.0,,,47.5998,-122.32034
50050,22.39999962,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,EAST,3,98122,2015.0,7.0,1.0,86413.0,74576.0,11837.0,77950.0,11837.0,,47.61508,-122.32243
50054,40.29999924,2023,NonResidential,Office,Office,Parking,Restaurant,LAKE UNION,7,98109,2014.0,13.0,1.0,536697.0,339038.0,197659.0,387305.0,202178.0,5582.0,47.62251,-122.3339
50055,34.40000153,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,NORTHEAST,4,98105,2014.0,7.0,1.0,42393.0,42393.0,0.0,42393.0,,,47.65756,-122.31584
50056,25.29999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,EAST,2,98122,2015.0,6.0,1.0,128460.0,128460.0,0.0,101020.0,16144.0,,47.60246,-122.31771
50057,37.29999924,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,,DOWNTOWN,7,98121,2015.0,40.0,1.0,319481.0,277566.0,41915.0,414026.0,87614.0,,47.61652,-122.33735
50061,30.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Pre-school/Daycare,,DOWNTOWN,2,98104,2015.0,7.0,1.0,91128.0,91128.0,0.0,84788.0,6340.0,,47.60029,-122.32844
50062,63.59999847,2023,NonResidential,Hotel,Hotel,Parking,Swimming Pool,LAKE UNION,6,98103,2014.0,4.0,1.0,126823.0,85284.0,41539.0,88157.0,41539.0,,47.65476,-122.34732
50065,32.79999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Non-Refrigerated Warehouse,EAST,3,98122,2015.0,7.0,1.0,93203.0,85317.0,7886.0,256518.0,67243.0,5594.0,47.61491,-122.32272
50067,45.59999847,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHEAST,4,98105,2016.0,4.0,1.0,35780.0,35780.0,0.0,29627.0,,,47.66566,-122.31772
50070,47.29999924,2023,NonResidential,Other - Recreation,Other - Recreation,,,NORTHEAST,4,98115,2013.0,1.0,1.0,72000.0,72000.0,0.0,73440.0,,,47.68109,-122.2618
50071,41.59999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,"Personal Services (Health/Beauty, Dry Cleaning, etc)",EAST,3,98102,2015.0,7.0,1.0,41384.0,26322.0,15062.0,25075.0,7140.0,1714.0,47.62107,-122.32156
50072,32.29999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,BALLARD,6,98107,2015.0,6.0,1.0,121218.0,91393.0,29825.0,91393.0,29825.0,,47.67054,-122.388
50073,35.20000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Fitness Center/Health Club/Gym,Parking,SOUTHWEST,1,98116,2015.0,7.0,1.0,409825.0,236739.0,173086.0,177339.0,41837.0,,47.5616,-122.3819
50074,38.59999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Retail Store,NORTHWEST,5,98133,2015.0,5.0,1.0,49774.0,36353.0,13421.0,31311.0,13421.0,3425.0,47.73256,-122.3559
50075,43.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98109,2015.0,7.0,1.0,260051.0,169548.0,90503.0,145784.0,64341.0,,47.62157,-122.35569
50076,26.39999962,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,NORTHEAST,4,98105,2015.0,7.0,1.0,233757.0,187477.0,46280.0,187477.0,46280.0,,47.66249,-122.31675
50078,31.10000038,2023,Multifamily HR (10+),Residence Hall/Dormitory,Residence Hall/Dormitory,Parking,,DOWNTOWN,7,98121,2015.0,20.0,1.0,149976.0,137753.0,12223.0,157623.0,,,47.61753,-122.3362
50081,33.0,2023,School,K-12 School,K-12 School,Parking,,GREATER DUWAMISH,2,98144,2015.0,3.0,1.0,45000.0,45000.0,0.0,45728.0,,,47.58831,-122.3065
50082,44.29999924,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,"Personal Services (Health/Beauty, Dry Cleaning, etc)",EAST,3,98112,2015.0,4.0,1.0,36685.0,28431.0,8254.0,23730.0,8252.0,3514.0,47.62441,-122.313
50083,21.20000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,LAKE UNION,4,98103,2015.0,5.0,1.0,175844.0,123799.0,52045.0,123540.0,,,47.66108,-122.34084
50084,28.89999962,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,NORTHEAST,4,98115,2015.0,7.0,1.0,213952.0,162213.0,51739.0,205103.0,49249.0,,47.67607,-122.31846
50085,57.59999847,2023,NonResidential,Senior Living Community,Senior Living Community,Parking,,MAGNOLIA / QUEEN ANNE,7,98119,2015.0,4.0,1.0,47612.0,41010.0,6602.0,41010.0,6602.0,,47.63204,-122.36012
50086,64.5,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98119,2015.0,4.0,1.0,51095.0,48311.0,2784.0,49324.0,2791.0,,47.63892,-122.37582
50088,29.20000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,"Personal Services (Health/Beauty, Dry Cleaning, etc)",LAKE UNION,6,98103,2015.0,4.0,1.0,41403.0,41403.0,0.0,38468.0,6637.0,3573.0,47.65295,-122.35593
50089,39.70000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,CENTRAL,3,98144,2015.0,3.0,1.0,25442.0,24838.0,604.0,35242.0,,,47.59052,-122.29208
50090,49.59999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Fast Food Restaurant,Office,NORTHEAST,4,98105,2015.0,7.0,1.0,63825.0,58975.0,4850.0,44688.0,2000.0,1200.0,47.66366,-122.3145
50092,58.40000153,2023,University,Residence Hall/Dormitory,Residence Hall/Dormitory,,,NORTHEAST,4,98105,2015.0,7.0,1.0,325000.0,325000.0,0.0,325000.0,,,47.65581,-122.31617
50093,27.20000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Other - Public Services,EAST,2,98104,2015.0,6.0,1.0,86045.0,77137.0,8908.0,78359.0,8126.0,1369.0,47.60189,-122.32182
50094,149.0,2023,NonResidential,Laboratory,Laboratory,Parking,Other - Restaurant/Bar,LAKE UNION,7,98109,2015.0,6.0,1.0,345290.0,260262.0,85028.0,285503.0,89312.0,9715.0,47.62497,-122.33883
50095,33.09999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Restaurant,SOUTHWEST,1,98116,2015.0,7.0,1.0,208136.0,149318.0,58818.0,122333.0,45106.0,1000.0,47.55976,-122.3832
50096,29.70000076,2023,NonResidential,Office,Office,Parking,,DOWNTOWN,7,98104,2016.0,37.0,1.0,990000.0,788000.0,202000.0,756991.0,201230.0,,47.60647,-122.33135
50097,33.40000153,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98119,2014.0,4.0,1.0,23060.0,23060.0,0.0,23060.0,,,47.62397,-122.35972
50098,33.09999847,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,CENTRAL,3,98122,2014.0,4.0,1.0,20246.0,20246.0,0.0,20246.0,,,47.61791,-122.3023
50099,39.0,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,,DOWNTOWN,7,98101,2019.0,39.0,1.0,559958.0,432000.0,127958.0,432000.0,151254.0,,47.61067,-122.33957
50101,75.30000305,2023,University,Museum,Museum,Parking,,NORTHEAST,4,98195,2018.0,1.0,3.0,116756.0,116756.0,0.0,116756.0,,,47.66061,-122.31062
50130,56.09999847,2023,NonResidential,Office,Office,Parking,Retail Store,LAKE UNION,6,98103,2017.0,5.0,1.0,202081.0,123332.0,78749.0,108777.0,78749.0,14555.0,47.64963,-122.3484
50148,66.30000305,2023,NonResidential,Hotel,Hotel,Parking,,NORTHEAST,4,98105,2016.0,7.0,1.0,180257.0,125562.0,54695.0,123850.0,67882.0,,47.66148,-122.31569
50149,32.59999847,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,SOUTHWEST,1,98126,2016.0,6.0,1.0,195221.0,143460.0,51761.0,143460.0,48481.0,,47.56349,-122.37639
50150,59.79999924,2023,NonResidential,Hotel,Hotel,Parking,,LAKE UNION,7,98109,2016.0,8.0,1.0,142805.0,114736.0,28069.0,111184.0,,,47.62009,-122.34799
50152,27.0,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHEAST,4,98105,2016.0,4.0,1.0,22694.0,22694.0,0.0,22694.0,,,47.65673,-122.3201
50153,36.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,BALLARD,6,98107,2016.0,5.0,1.0,139342.0,101273.0,38069.0,101273.0,38069.0,,47.67562,-122.38728
50154,49.20000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,DOWNTOWN,7,98121,2016.0,7.0,1.0,41706.0,40061.0,1645.0,41706.0,,,47.61251,-122.34166
50156,50.0,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,LAKE UNION,3,98102,2016.0,5.0,1.0,30669.0,30669.0,0.0,30669.0,,,47.64614,-122.32498
50157,40.79999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,SOUTHWEST,1,98116,2017.0,5.0,1.0,161999.0,161999.0,0.0,131353.0,15620.0,,47.57489,-122.38642
50158,20.5,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98122,2016.0,7.0,1.0,310892.0,218012.0,92880.0,217503.0,,,47.61445,-122.32418
50159,47.40000153,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Retail Store,NORTHWEST,6,98117,2016.0,5.0,1.0,133881.0,99043.0,34838.0,89564.0,33673.0,9044.0,47.69034,-122.35842
50160,43.40000153,2023,NonResidential,Office,Office,Parking,Convention Center,DOWNTOWN,7,98121,2016.0,37.0,2.0,1496961.0,1076961.0,420000.0,1023298.0,448625.0,59672.0,47.61523,-122.33835
50163,50.0,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Restaurant,,CENTRAL,3,98122,2016.0,4.0,1.0,29549.0,24556.0,4993.0,20996.0,3445.0,,47.60594,-122.31477
50164,26.20000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Restaurant,LAKE UNION,7,98109,2016.0,8.0,1.0,245889.0,245889.0,0.0,203111.0,56998.0,14345.0,47.62304,-122.34078
50165,41.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,CENTRAL,3,98122,2016.0,6.0,1.0,104598.0,74310.0,30288.0,60132.0,,,47.61272,-122.30288
50166,58.0,2023,NonResidential,Office,Office,Parking,Restaurant,LAKE UNION,4,98103,2016.0,4.0,1.0,338989.0,220902.0,118087.0,207459.0,117684.0,2291.0,47.6479,-122.33814
50167,43.20000076,2023,Multifamily MR (5-9),Senior Living Community,Senior Living Community,Parking,,BALLARD,6,98107,2016.0,7.0,1.0,115947.0,96495.0,19452.0,105778.0,27450.0,,47.66969,-122.38853
50169,27.0,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Restaurant,NORTHEAST,4,98105,2016.0,6.0,1.0,31988.0,31988.0,0.0,26540.0,2170.0,1429.0,47.66348,-122.31611
50170,40.09999847,2023,NonResidential,Medical Office,Medical Office,Parking,,NORTHWEST,5,98133,2016.0,2.0,1.0,44745.0,44745.0,0.0,44667.0,,,47.70598,-122.33486
50171,32.29999924,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,CENTRAL,3,98122,2016.0,4.0,1.0,30106.0,30106.0,0.0,22299.0,,,47.61833,-122.30916
50172,41.90000153,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,DOWNTOWN,1,98104,2016.0,7.0,1.0,38717.0,37581.0,1136.0,28990.0,1136.0,,47.60024,-122.33508
50173,33.90000153,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,SOUTHWEST,1,98116,2016.0,4.0,1.0,69511.0,69511.0,0.0,55965.0,15977.0,,47.56373,-122.38575
50174,38.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,BALLARD,6,98107,2016.0,6.0,1.0,88028.0,88028.0,0.0,88028.0,,,47.66976,-122.38153
50175,29.10000038,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,NORTHEAST,4,98115,2016.0,6.0,1.0,273568.0,273568.0,0.0,241451.0,64813.0,,47.67775,-122.31947
50177,31.20000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,SOUTHEAST,2,98118,2016.0,4.0,5.0,281300.0,281300.0,0.0,253555.0,34594.0,,47.55992,-122.29117
