OSEBuildingID,SiteEUI,DataYear,BuildingType,EPAPropertyType,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,Neighborhood,CouncilDistrictCode,ZipCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding,PropertyGFAParking,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude
27154,76.30000305,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98122,1913.0,4.0,1.0,26355.0,26355.0,0.0,26355.0,,,47.61435,-122.31842
27160,41.79999924,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Restaurant,DOWNTOWN,7,98121,1998.0,7.0,1.0,74162.0,74162.0,0.0,62285.0,4000.0,597.0,47.61758,-122.34632
27162,305.2999878,2019,NonResidential,Supermarket/Grocery Store,Supermarket/Grocery Store,,,SOUTHWEST,1,98136,1998.0,1.0,1.0,33706.0,33706.0,0.0,31746.0,,,47.54427,-122.38609
27166,36.70000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHEAST,2,98118,1963.0,3.0,1.0,27984.0,27984.0,0.0,27984.0,,,47.55516,-122.281
27184,22.5,2019,NonResidential,Mixed Use Property,Non-Refrigerated Warehouse,Other,Office,MAGNOLIA / QUEEN ANNE,7,98119,1961.0,2.0,1.0,37600.0,37600.0,0.0,18400.0,16200.0,3000.0,47.65532,-122.37133
27189,45.29999924,2019,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,,,EAST,3,98102,1969.0,10.0,1.0,139127.0,139127.0,0.0,139127.0,,,47.61882,-122.32759
27195,89.0,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98102,1924.0,7.0,1.0,95611.0,95611.0,0.0,95611.0,,,47.61944,-122.32589
27196,38.5,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,EAST,3,98102,1928.0,5.0,1.0,32980.0,30259.0,2721.0,32980.0,5000.0,,47.61894,-122.32557
27198,28.39999962,2019,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Retail Store,Other,DOWNTOWN,7,98121,1973.0,26.0,1.0,187080.0,187080.0,0.0,181135.0,5410.0,1910.0,47.61353,-122.34232
27199,48.29999924,2019,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Supermarket/Grocery Store,,EAST,7,98101,1970.0,21.0,1.0,94000.0,94000.0,0.0,74982.0,2690.0,,47.60929,-122.32946
27201,27.60000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTH,5,98125,1974.0,3.0,1.0,35333.0,35333.0,0.0,30933.0,4400.0,,47.7177,-122.29767
27204,22.60000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Retail Store,,LAKE UNION,3,98102,2008.0,4.0,1.0,57486.0,57486.0,0.0,48438.0,9048.0,,47.64839,-122.32314
27212,41.5,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Swimming Pool,MAGNOLIA / QUEEN ANNE,6,98199,1982.0,4.0,1.0,77966.0,77966.0,0.0,77966.0,25921.0,,47.66401,-122.39701
27213,34.40000153,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Swimming Pool,,MAGNOLIA / QUEEN ANNE,6,98199,1965.0,3.0,1.0,28944.0,28944.0,0.0,24111.0,,,47.66443,-122.39802
27216,26.10000038,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,DOWNTOWN,1,98104,1904.0,5.0,1.0,30189.0,30189.0,0.0,30189.0,8614.0,,47.60045,-122.32989
27218,45.79999924,2019,Multifamily LR (1-4),Mixed Use Property,Multifamily Housing,Parking,Other,CENTRAL,3,98112,2004.0,4.0,1.0,44432.0,27074.0,17358.0,21930.0,17755.0,2906.0,47.62375,-122.30693
27225,33.5,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHWEST,1,98116,1926.0,3.0,1.0,23671.0,23671.0,0.0,23671.0,,,47.58383,-122.38681
27232,35.5,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98122,1989.0,4.0,1.0,20380.0,20380.0,0.0,18681.0,8100.0,,47.6184,-122.32324
27234,38.09999847,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,CENTRAL,3,98122,2002.0,4.0,1.0,29808.0,29808.0,0.0,25586.0,4222.0,,47.60147,-122.31227
27235,28.89999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1969.0,4.0,1.0,27878.0,27878.0,0.0,23084.0,,,47.62625,-122.31769
27241,37.90000153,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Retail Store,Fast Food Restaurant,EAST,3,98122,1910.0,3.0,2.0,23597.0,23597.0,0.0,31328.0,6381.0,1724.0,47.61386,-122.32288
27245,109.5999985,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Retail Store,,EAST,3,98122,1910.0,3.0,1.0,24682.0,24682.0,0.0,17822.0,6085.0,,47.6139,-122.32241
27252,32.0,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,SOUTHEAST,2,98118,2012.0,5.0,1.0,121773.0,96205.0,25568.0,92278.0,22680.0,,47.55681,-122.28579
27258,28.20000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Other,NORTHEAST,4,98115,1994.0,3.0,1.0,50095.0,34916.0,15179.0,26170.0,15179.0,2772.0,47.69711,-122.29098
27260,38.29999924,2019,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,Other,DOWNTOWN,7,98121,2007.0,12.0,1.0,175353.0,175353.0,0.0,138566.0,6876.0,3212.0,47.61754,-122.34902
27264,28.89999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,GREATER DUWAMISH,2,98144,1980.0,4.0,1.0,26245.0,26245.0,0.0,26245.0,,,47.57184,-122.31515
27266,27.10000038,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,NORTHWEST,5,98133,2005.0,6.0,1.0,93191.0,65434.0,27757.0,65434.0,27757.0,,47.71257,-122.34418
27277,19.0,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,LAKE UNION,6,98103,1991.0,4.0,1.0,31500.0,24809.0,6691.0,24809.0,6691.0,,47.65976,-122.35134
27294,19.89999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTH,5,98125,1976.0,3.0,1.0,21520.0,21520.0,0.0,21520.0,,,47.73233,-122.31197
27295,23.39999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTH,5,98125,1976.0,4.0,1.0,21580.0,21580.0,0.0,21580.0,,,47.73234,-122.3116
27296,23.60000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTH,5,98125,1969.0,3.0,1.0,97254.0,97254.0,0.0,97141.0,,,47.73192,-122.31187
27297,31.5,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTH,5,98125,1975.0,3.0,1.0,28899.0,28899.0,0.0,28899.0,,,47.72914,-122.31194
27298,21.29999924,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98125,1975.0,3.0,1.0,57496.0,57496.0,0.0,57496.0,,,47.73105,-122.31429
27299,24.0,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98125,1985.0,4.0,1.0,48863.0,48863.0,0.0,49334.0,,,47.731,-122.31308
27300,24.10000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98125,1966.0,4.0,1.0,165694.0,149272.0,16422.0,180194.0,,,47.73164,-122.31409
27301,22.89999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTHWEST,5,98125,1968.0,3.0,1.0,143369.0,127179.0,16190.0,140047.0,6408.0,,47.7328,-122.31385
27302,23.70000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98125,1976.0,3.0,1.0,44230.0,44230.0,0.0,79013.0,,,47.73331,-122.31468
27303,134.8999939,2019,NonResidential,Other,Other,,,NORTHWEST,5,98155,1948.0,2.0,1.0,47237.0,47237.0,0.0,47661.0,,,47.73368,-122.31366
27304,37.29999924,2019,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,,,DOWNTOWN,7,98121,2007.0,13.0,1.0,187139.0,187139.0,0.0,187139.0,,,47.61533,-122.35145
27321,28.20000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHEAST,4,98105,1958.0,3.0,4.0,30240.0,30240.0,0.0,30240.0,,,47.66512,-122.30419
27342,30.39999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTH,5,98115,1979.0,3.0,1.0,21798.0,21798.0,0.0,18171.0,,,47.69779,-122.30442
27343,30.10000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHEAST,4,98115,1981.0,3.0,1.0,42448.0,42448.0,0.0,42443.0,,,47.69327,-122.30347
27348,41.0,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Electric Vehicle Charging Station,LAKE UNION,4,98103,2002.0,5.0,1.0,125241.0,125241.0,0.0,138442.0,53533.0,,47.64734,-122.33671
27350,29.5,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,SOUTHWEST,1,98116,1997.0,6.0,1.0,21900.0,21900.0,0.0,21900.0,,,47.59028,-122.39281
27352,41.09999847,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1931.0,4.0,1.0,32430.0,32430.0,0.0,32430.0,,,47.62212,-122.32293
27359,28.89999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHEAST,2,98118,1971.0,4.0,1.0,87696.0,87696.0,0.0,69250.0,,,47.5221,-122.26406
27360,40.40000153,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98102,1984.0,4.0,1.0,50299.0,50299.0,0.0,41916.0,25098.0,,47.62006,-122.32585
27361,82.69999695,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98119,1949.0,4.0,1.0,34882.0,28735.0,6147.0,28735.0,6147.0,,47.62733,-122.3645
27363,40.0,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98112,1980.0,4.0,1.0,26808.0,26808.0,0.0,26808.0,,,47.63289,-122.31224
27365,20.70000076,2019,School,K-12 School,K-12 School,,,BALLARD,6,98107,1989.0,2.0,1.0,66200.0,66200.0,0.0,59986.0,,,47.67363,-122.39152
27369,72.40000153,2019,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,Swimming Pool,EAST,3,98101,1981.0,18.0,1.0,78538.0,78538.0,0.0,78538.0,19200.0,,47.61063,-122.32601
27378,337.2999878,2019,NonResidential,Supermarket/Grocery Store,Supermarket/Grocery Store,Parking,,NORTHEAST,4,98115,1997.0,1.0,1.0,76585.0,38000.0,38585.0,41447.0,,,47.68217,-122.31675
27381,26.0,2019,NonResidential,Worship Facility,Worship Facility,,,NORTHEAST,4,98105,1938.0,3.0,1.0,26373.0,26373.0,0.0,26373.0,,,47.66295,-122.31494
27386,41.09999847,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98119,2004.0,6.0,1.0,33440.0,33440.0,0.0,40128.0,,,47.63176,-122.35763
27387,23.89999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98109,1985.0,4.0,1.0,24581.0,24581.0,0.0,24948.0,5035.0,,47.62848,-122.34788
27388,25.79999924,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1978.0,3.0,1.0,34066.0,34066.0,0.0,34066.0,,,47.62662,-122.34577
27389,75.19999695,2019,NonResidential,Office,Office,Restaurant,Retail Store,CENTRAL,3,98122,1956.0,2.0,6.0,75868.0,75868.0,0.0,50379.0,12622.0,6662.0,47.60207,-122.28481
27397,68.80000305,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98112,1911.0,4.0,2.0,33430.0,33430.0,0.0,33433.0,,,47.62249,-122.31183
27405,36.0,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Retail Store,EAST,3,98112,2001.0,4.0,1.0,28878.0,22526.0,6352.0,18297.0,6352.0,4229.0,47.62186,-122.3125
27406,73.40000153,2019,NonResidential,Mixed Use Property,Other - Entertainment/Public Assembly,Other - Public Services,Restaurant,EAST,3,98112,1947.0,2.0,1.0,21656.0,21656.0,0.0,5656.0,5561.0,5090.0,47.62164,-122.31238
27416,38.90000153,2019,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Non-Refrigerated Warehouse,,NORTHEAST,4,98105,1971.0,11.0,1.0,72831.0,72831.0,0.0,46104.0,23823.0,,47.66341,-122.3149
27417,27.89999962,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,NORTHEAST,4,98105,2006.0,6.0,1.0,82254.0,60490.0,21764.0,60490.0,,,47.66438,-122.31499
27430,42.70000076,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Office,NORTHEAST,4,98105,2005.0,6.0,1.0,57700.0,42131.0,15569.0,39935.0,15540.0,2695.0,47.6634,-122.31556
27431,31.10000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,2002.0,4.0,1.0,58359.0,58359.0,0.0,58359.0,,,47.62698,-122.3473
27433,27.60000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,6,98103,2002.0,4.0,1.0,23236.0,23236.0,0.0,23236.0,,,47.68523,-122.35492
27436,29.29999924,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Retail Store,,NORTHWEST,6,98103,1984.0,3.0,1.0,43788.0,43788.0,0.0,43425.0,363.0,,47.67711,-122.35471
27438,23.10000038,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,LAKE UNION,3,98102,1996.0,7.0,1.0,39329.0,39329.0,0.0,39329.0,,,47.63363,-122.32528
27456,150.3000031,2019,NonResidential,Other,Other,,,MAGNOLIA / QUEEN ANNE,7,98119,1956.0,2.0,1.0,36771.0,36771.0,0.0,34856.0,,,47.63286,-122.36141
27459,27.20000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Retail Store,MAGNOLIA / QUEEN ANNE,7,98109,2005.0,4.0,1.0,87261.0,62251.0,25010.0,52624.0,25101.0,10577.0,47.63338,-122.35738
27472,25.29999924,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,6,98199,1989.0,3.0,1.0,34854.0,23760.0,11094.0,25666.0,,,47.65904,-122.40044
27482,10.60000038,2019,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Other - Services,,GREATER DUWAMISH,1,98108,1977.0,1.0,1.0,24024.0,24024.0,0.0,14314.0,9710.0,,47.53104,-122.32784
27488,32.09999847,2019,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1953.0,1.0,1.0,42420.0,42420.0,0.0,42420.0,,,47.53326,-122.32579
27494,9.300000191,2019,NonResidential,Distribution Center,Distribution Center,Office,,GREATER DUWAMISH,1,98108,1979.0,1.0,1.0,36982.0,36982.0,0.0,34382.0,2600.0,,47.53379,-122.33063
27504,14.19999981,2019,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,Parking,GREATER DUWAMISH,1,98108,1964.0,2.0,1.0,23400.0,23400.0,0.0,20002.0,3374.0,,47.53651,-122.32954
27510,22.0,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1992.0,4.0,1.0,21232.0,21232.0,0.0,22209.0,,,47.63084,-122.34789
27515,36.0,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Swimming Pool,,CENTRAL,3,98144,1957.0,4.0,1.0,22810.0,22810.0,0.0,22844.0,,,47.59593,-122.28689
27526,93.09999847,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Swimming Pool,MAGNOLIA / QUEEN ANNE,7,98109,1959.0,4.0,2.0,43346.0,43346.0,0.0,43346.0,12600.0,,47.6267,-122.35506
27532,66.90000153,2019,NonResidential,Other,Other,Parking,Office,MAGNOLIA / QUEEN ANNE,7,98109,1948.0,2.0,1.0,30720.0,29120.0,1600.0,28120.0,1600.0,1000.0,47.62518,-122.35317
27540,22.29999924,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1958.0,4.0,1.0,21056.0,21056.0,0.0,21056.0,,,47.62655,-122.35173
27554,43.79999924,2019,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1974.0,1.0,1.0,35046.0,35046.0,0.0,32546.0,,,47.56501,-122.3248
27561,32.29999924,2019,NonResidential,Refrigerated Warehouse,Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,GREATER DUWAMISH,1,98108,1961.0,1.0,1.0,25577.0,25577.0,0.0,13349.0,8228.0,4000.0,47.56477,-122.32628
27567,117.0,2019,NonResidential,Office,Office,,,LAKE UNION,4,98103,1995.0,3.0,1.0,20410.0,20410.0,0.0,20410.0,,,47.65576,-122.34208
27569,33.59999847,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98109,2006.0,3.0,1.0,97855.0,97855.0,0.0,97855.0,55020.0,,47.62473,-122.34727
27570,39.70000076,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,NORTH,5,98125,2004.0,6.0,1.0,41149.0,41149.0,0.0,41149.0,25100.0,,47.71816,-122.29484
27573,22.39999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1959.0,3.0,1.0,22937.0,22937.0,0.0,22937.0,,,47.62868,-122.34718
27574,24.10000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1967.0,4.0,1.0,21168.0,21168.0,0.0,20000.0,,,47.62732,-122.34668
27582,64.40000153,2019,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,,,EAST,3,98101,2002.0,27.0,1.0,179678.0,179678.0,0.0,179678.0,,,47.61263,-122.32924
27584,47.20000076,2019,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,,,NORTHWEST,5,98133,1979.0,10.0,1.0,75070.0,75070.0,0.0,75070.0,,,47.70451,-122.33453
27585,26.39999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTHWEST,5,98133,1988.0,3.0,1.0,48433.0,35854.0,12579.0,35854.0,12579.0,,47.70342,-122.33487
27587,34.5,2019,NonResidential,Office,Office,Parking,,NORTHWEST,5,98133,1983.0,3.0,1.0,24696.0,18396.0,6300.0,18396.0,6300.0,,47.70349,-122.33424
27590,26.70000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98133,1979.0,4.0,1.0,20806.0,20806.0,0.0,20806.0,,,47.70612,-122.3335
27591,30.89999962,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98102,2006.0,7.0,1.0,43142.0,43142.0,0.0,43142.0,,,47.61943,-122.32626
27593,45.70000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98102,1985.0,3.0,1.0,38720.0,38720.0,0.0,40125.0,17050.0,,47.62705,-122.32306
27594,21.39999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,DOWNTOWN,1,98104,1905.0,3.0,1.0,20583.0,20583.0,0.0,20583.0,,,47.59903,-122.33461
27596,38.09999847,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Other - Services,,BALLARD,6,98107,2006.0,6.0,1.0,37877.0,37877.0,0.0,26177.0,2644.0,,47.66994,-122.3881
27598,21.20000076,2019,NonResidential,Worship Facility,Worship Facility,,,NORTHWEST,5,98125,2002.0,1.0,1.0,24955.0,24955.0,0.0,24955.0,,,47.71479,-122.32824
27600,31.20000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTHWEST,5,98125,1995.0,4.0,1.0,62566.0,43406.0,19160.0,43406.0,19160.0,,47.71853,-122.31898
27602,37.29999924,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,DELRIDGE NEIGHBORHOODS,1,98126,1997.0,5.0,1.0,95420.0,77508.0,17912.0,77501.0,17912.0,,47.56391,-122.37287
27606,20.29999924,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98133,1973.0,4.0,1.0,25160.0,25160.0,0.0,25160.0,,,47.7098,-122.33319
27607,23.5,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98133,1971.0,4.0,1.0,26254.0,26254.0,0.0,26254.0,,,47.70986,-122.33227
27610,28.39999962,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98119,1968.0,7.0,1.0,40248.0,40248.0,0.0,40428.0,13000.0,,47.62351,-122.36296
27620,28.60000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98112,2008.0,3.0,1.0,34629.0,34629.0,0.0,34629.0,8428.0,,47.62444,-122.29516
27622,54.0,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,EAST,3,98112,1985.0,5.0,1.0,38430.0,38430.0,0.0,32500.0,8100.0,,47.63716,-122.2765
27625,27.20000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98112,1964.0,4.0,1.0,32366.0,32366.0,0.0,32366.0,,,47.63474,-122.27642
27651,22.70000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1963.0,4.0,1.0,25082.0,22381.0,2701.0,22381.0,,,47.62749,-122.34992
27652,45.29999924,2019,Multifamily LR (1-4),Mixed Use Property,Multifamily Housing,Senior Living Community,Parking,MAGNOLIA / QUEEN ANNE,7,98109,2006.0,3.0,2.0,145085.0,121700.0,23385.0,70586.0,51114.0,23385.0,47.62672,-122.34923
27655,24.29999924,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98109,1926.0,4.0,1.0,47276.0,33694.0,13582.0,47276.0,13582.0,,47.62476,-122.34806
27656,27.79999924,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1910.0,4.0,1.0,22344.0,22344.0,0.0,22344.0,,,47.62517,-122.3486
27658,31.79999924,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1957.0,3.0,1.0,22331.0,22331.0,0.0,22331.0,,,47.62612,-122.34847
27659,41.90000153,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98109,2006.0,3.0,1.0,56380.0,39650.0,16730.0,39650.0,16730.0,,47.62684,-122.34843
27668,288.8999939,2019,Hospital,Other/Specialty Hospital,Other/Specialty Hospital,,,CENTRAL,3,98112,1991.0,3.0,1.0,34074.0,34074.0,0.0,33649.0,,,47.62342,-122.29688
27673,80.19999695,2019,NonResidential,Hotel,Hotel,Parking,,DOWNTOWN,7,98104,2006.0,10.0,1.0,392552.0,370327.0,22225.0,198400.0,52400.0,,47.60505,-122.3361
27679,26.20000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98199,1977.0,4.0,1.0,35835.0,28196.0,7639.0,28196.0,7639.0,,47.65397,-122.38806
27680,20.10000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,6,98199,1968.0,4.0,1.0,30000.0,30000.0,0.0,30000.0,,,47.65332,-122.39163
27681,25.60000038,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98199,1968.0,4.0,1.0,25959.0,25959.0,0.0,25959.0,,,47.65273,-122.39162
27684,24.20000076,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98199,1969.0,4.0,1.0,56104.0,56104.0,0.0,56104.0,2816.0,,47.65249,-122.39099
27685,30.89999962,2019,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98199,1968.0,4.0,1.0,23705.0,22146.0,1559.0,42251.0,3381.0,,47.65203,-122.39014
27687,25.70000076,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98199,1970.0,5.0,1.0,28185.0,28185.0,0.0,28185.0,,,47.65201,-122.3891
27688,21.20000076,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98199,1970.0,5.0,1.0,39900.0,39900.0,0.0,39900.0,,,47.65295,-122.39078
27689,30.10000038,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98199,1968.0,5.0,1.0,40560.0,40560.0,0.0,40560.0,,,47.65295,-122.39078
27690,27.0,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98199,1968.0,5.0,1.0,44687.0,44687.0,0.0,44687.0,,,47.6531,-122.39027
27691,21.39999962,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98199,1973.0,5.0,1.0,32441.0,32441.0,0.0,32441.0,,,47.65068,-122.38877
27692,25.29999924,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98199,1973.0,5.0,1.0,33466.0,33466.0,0.0,33466.0,,,47.65115,-122.38881
27693,22.20000076,2019,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98199,1973.0,5.0,1.0,36178.0,36178.0,0.0,36178.0,,,47.6513,-122.38887
