OSEBuildingID,SiteEUI,DataYear,BuildingType,EPAPropertyType,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,Neighborhood,CouncilDistrictCode,ZipCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding,PropertyGFAParking,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude,BuildingAge,GFA_per_Floor,ParkingRatio,LargestUseRatio,SecondUseRatio,ThirdUseRatio,LogPropertyGFATotal
2,69.3,2025,NonResidential,Hotel,Hotel,Parking,,EAST,7,98101,1996.0,11.0,1.0,103566.0,88502.0,15064.0,88502.0,15064.0,,47.613073260005,-122.33360693137,29.0,9415.09090909091,0.1454531409922175,0.8545468590077825,0.1454531409922175,,11.547974025246633
3,89.9,2025,NonResidential,Hotel,Hotel,Parking,Swimming Pool,LAKE UNION,7,98101,1969.0,41.0,3.0,956110.0,759392.0,196718.0,827566.0,117783.0,,47.613672201345,-122.33822086132,56.0,23319.756097560974,0.20574829256047944,0.8655552185417996,0.12318980033678133,,13.770629294080045
5,83.6,2025,NonResidential,Hotel,Hotel,,,LAKE UNION,7,98101,1926.0,10.0,1.0,61320.0,61320.0,0.0,61320.0,,,47.614120804646,-122.3366370113,99.0,6132.0,0.0,1.0,,,11.023877640745798
8,86.1,2025,NonResidential,Hotel,Hotel,Parking,Swimming Pool,LAKE UNION,7,98121,1980.0,18.0,1.0,175580.0,113580.0,62000.0,123445.0,68009.0,,47.613950177024,-122.3408714571,45.0,9754.444444444445,0.3531153889964688,0.7030698257204693,0.38733910468162663,,12.075855753873482
9,172.1,2025,NonResidential,Police Station,Police Station,Parking,,LAKE UNION,7,98101,1999.0,2.0,1.0,97288.0,60090.0,37198.0,50755.0,40971.0,,47.616234654308,-122.33656729421,26.0,48644.0,0.382349313378834,0.5216984622975084,0.4211310747471425,,11.48544120936798
11,71.3,2025,NonResidential,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,,EAST,7,98101,1926.0,8.0,1.0,102761.0,102761.0,0.0,102761.0,,,47.613265905394,-122.33136303355,99.0,12845.125,0.0,1.0,,,11.540170913860424
12,72.7,2025,NonResidential,Hotel,Hotel,,,DOWNTOWN,1,98104,1904.0,15.0,1.0,163984.0,163984.0,0.0,163984.0,,,47.602944684755,-122.3326313811,121.0,10932.266666666666,0.0,1.0,,,12.007530239208668
13,78.6,2025,Multifamily MR (5-9),Multifamily Housing,Multifamily Housing,Office,Medical Office,DOWNTOWN,1,98104,1910.0,6.0,1.0,63712.0,62216.0,1496.0,38407.0,12139.0,5586.0,47.6028437314,-122.33183890992,115.0,10618.666666666666,0.023480662983425413,0.6028220743345053,0.19052925665494727,0.08767579105976896,11.062143902371083
15,60.4,2025,NonResidential,Hotel,Hotel,,,DOWNTOWN,7,98101,1969.0,11.0,1.0,153163.0,133884.0,19279.0,154723.0,,,47.606948514791,-122.33414034207,56.0,13923.90909090909,0.12587243655452035,1.0101852275027259,,,11.9392645217297
16,76.6,2025,NonResidential,Hotel,Hotel,Parking,,DOWNTOWN,7,98101,1998.0,25.0,1.0,333176.0,272015.0,61161.0,292079.0,44561.0,,47.607377261576,-122.33362268095,27.0,13327.04,0.18356964487237976,0.8766507791677672,0.13374612817249742,,12.716429159281265
17,75.6,2025,NonResidential,Hotel,Hotel,Restaurant,Fast Food Restaurant,DOWNTOWN,7,98104,1928.0,9.0,1.0,65009.0,65009.0,0.0,59021.0,5288.0,700.0,47.606987381526,-122.33345959939,97.0,7223.222222222223,0.0,0.9078896768139796,0.0813425833346152,0.01076773985140519,11.082296383198514
18,56.4,2025,NonResidential,Hotel,Hotel,Parking,,EAST,7,98101,1980.0,33.0,1.0,353111.0,295511.0,57600.0,295511.0,57600.0,,47.608092668035,-122.33211525061,45.0,10700.333333333334,0.16312151136611433,0.8368784886338857,0.16312151136611433,,12.774540566045893
21,35.6,2025,NonResidential,Library,Library,Parking,Data Center,DOWNTOWN,7,98104,2004.0,11.0,1.0,412000.0,355000.0,57000.0,364913.0,49000.0,1074.0,47.60648528122,-122.33296826991,21.0,37454.545454545456,0.1383495145631068,0.8857111650485436,0.11893203883495146,0.0026067961165048546,12.928781055513184
22,86.3,2025,NonResidential,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,Multifamily Housing,,DOWNTOWN,7,98104,1930.0,6.0,1.0,103911.0,103911.0,0.0,87231.0,10000.0,,47.605458125973,-122.3327904595,95.0,17318.5,0.0,0.8394780148396224,0.09623620213451896,,11.55129966608712
23,74.8,2025,NonResidential,Hotel,Hotel,Parking,,EAST,7,98104,1983.0,28.0,1.0,460902.0,375902.0,85000.0,375902.0,85000.0,,47.606811914111,-122.33078166693,42.0,16460.785714285714,0.18442098320250291,0.8155790167974971,0.18442098320250291,,13.04094288769154
24,122.7,2025,NonResidential,Mixed Use Property,Social/Meeting Hall,Restaurant,Office,DOWNTOWN,7,98104,1907.0,5.0,1.0,57452.0,57452.0,0.0,16442.0,15505.0,9741.0,47.605152612754,-122.33158661631,118.0,11490.4,0.0,0.28618672979182624,0.26987746292557263,0.16955023323818144,10.95872250123467
25,72.0,2025,NonResidential,Hotel,Hotel,,,DOWNTOWN,7,98104,1916.0,10.0,1.0,104352.0,104352.0,0.0,104352.0,,,47.603758814821,-122.33193530141,109.0,10435.2,0.0,1.0,,,11.555534661493144
26,95.6,2025,NonResidential,Courthouse,Courthouse,Barracks,,DOWNTOWN,1,98104,1916.0,10.0,1.0,540360.0,540360.0,0.0,501287.0,35863.0,,47.602650876559,-122.33051025564,109.0,54036.0,0.0,0.9276907987267747,0.06636871715152862,,13.199992713700011
27,127.9,2025,NonResidential,Prison/Incarceration,Prison/Incarceration,Parking,,EAST,7,98104,1985.0,19.0,1.0,385274.0,339315.0,45959.0,339315.0,45959.0,,47.603777384819,-122.32842195674,40.0,20277.57894736842,0.11928912929499524,0.8807108707050048,0.11928912929499524,,12.861712644003578
28,21.0,2025,School,K-12 School,K-12 School,,,SOUTHEAST,2,98118,1961.0,2.0,1.0,56228.0,56228.0,0.0,55715.0,,,47.545757301217,-122.26853422887,64.0,28114.0,0.0,0.9908764316710535,,,10.937187917027094
29,50.5,2025,NonResidential,Hotel,Hotel,Parking,,NORTHEAST,4,98105,2001.0,6.0,1.0,88592.0,58006.0,30586.0,67770.0,30586.0,,47.659576817304,-122.31737789931,24.0,14765.333333333334,0.34524562037204265,0.7649674914213473,0.34524562037204265,,11.391808126699964
33,59.3,2025,NonResidential,Hotel,Hotel,Parking,,LAKE UNION,7,98101,2001.0,10.0,1.0,171866.0,133585.0,38281.0,133585.0,38281.0,,47.617840340436,-122.32965714167,24.0,17186.6,0.22273748152630538,0.7772625184736947,0.22273748152630538,,12.054476200865155
34,36.3,2025,School,K-12 School,K-12 School,,,EAST,3,98112,1955.0,1.0,1.0,126351.0,126351.0,0.0,119254.0,,,47.622655551784,-122.30547139435,70.0,126351.0,0.0,0.9438310737548575,,,11.746826941737362
35,63.3,2025,NonResidential,Hotel,Hotel,Parking,,LAKE UNION,7,98121,1978.0,5.0,1.0,68410.0,52210.0,16200.0,52210.0,15400.0,,47.615580246925,-122.34186023018,47.0,13682.0,0.2368074842859231,0.7631925157140769,0.22511328753106272,,11.13328890939415
36,37.3,2025,School,K-12 School,K-12 School,,,NORTH,5,98125,1949.0,2.0,1.0,160645.0,160645.0,0.0,168709.0,,,47.709944864426,-122.29300903434,76.0,80322.5,0.0,1.0501976407606834,,,11.986958465385595
37,24.5,2025,School,K-12 School,K-12 School,,,MAGNOLIA/QUEEN ANNE,7,98109,1989.0,2.0,1.0,51582.0,51582.0,0.0,54946.0,,,47.632898480666,-122.35171659594,36.0,25791.0,0.0,1.0652165484083596,,,10.850947439822313
38,51.6,2025,NonResidential,Office,Office,K-12 School,Other - Entertainment/Public Assembly,LAKE UNION,4,98103,1906.0,3.0,1.0,87262.0,87262.0,0.0,43615.0,23177.0,5919.0,47.664101103497,-122.33117847708,119.0,29087.333333333332,0.0,0.4998166441291742,0.26560243863308197,0.06783021246361531,11.376681826100373
40,58.5,2025,NonResidential,Hotel,Hotel,,,NORTHEAST,4,98105,1994.0,4.0,1.0,81871.0,81871.0,0.0,83361.0,,,47.665830173219,-122.29965189503,31.0,20467.75,0.0,1.0181993624115988,,,11.312912331044872
43,66.0,2025,NonResidential,Mixed Use Property,Office,Non-Refrigerated Warehouse,Laboratory,GREATER DUWAMISH,1,98108,1992.0,3.0,33.0,2026324.0,2026324.0,0.0,686344.0,482984.0,480744.0,47.534926370405,-122.31788423711,33.0,675441.3333333334,0.0,0.33871384832830287,0.23835477445857622,0.23724932439234792,14.521734365535787
50,32.0,2025,School,K-12 School,K-12 School,,,MAGNOLIA/QUEEN ANNE,6,98199,1990.0,2.0,1.0,54986.0,54986.0,0.0,52669.0,,,47.65671241326,-122.39047451662,35.0,27493.0,0.0,0.9578620012366784,,,10.914852072639958
51,36.5,2025,School,K-12 School,K-12 School,,,NORTHEAST,4,98115,1950.0,2.0,1.0,175565.0,175565.0,0.0,179513.0,,,47.682520092088,-122.29498266536,75.0,87782.5,0.0,1.0224873978298636,,,12.075770319568138
53,47.3,2025,NonResidential,Office,Office,Other - Education,,GREATER DUWAMISH,2,98144,1900.0,2.0,1.0,52554.0,52554.0,0.0,44695.0,7849.0,,47.58033623155,-122.31132232063,125.0,26277.0,0.0,0.850458575940937,0.14935114358564525,,10.869615519257454
54,42.8,2025,School,K-12 School,K-12 School,Parking,,NORTHWEST,6,98103,1954.0,3.0,1.0,175015.0,175015.0,0.0,176621.0,,,47.688910582936,-122.33552591601,71.0,58338.333333333336,0.0,1.0091763563123162,,,12.072632677297742
55,15.5,2025,NonResidential,Self-Storage Facility,Self-Storage Facility,Vocational School,,DOWNTOWN,7,98121,1911.0,3.0,1.0,70586.0,70586.0,0.0,42298.0,28197.0,,47.61351124724,-122.3512901673,114.0,23528.666666666668,0.0,0.5992406426203496,0.3994701498880798,,11.164601270548886
56,41.1,2025,NonResidential,Hotel,Hotel,,,EAST,7,98101,1969.0,24.0,1.0,126240.0,126240.0,0.0,332210.0,,,47.609193828378,-122.33313074805,56.0,5260.0,0.0,2.6315747782002537,,,11.745948057467846
57,18.3,2025,NonResidential,Office,Office,Retail Store,,DOWNTOWN,7,98101,1973.0,5.0,1.0,165202.0,165202.0,0.0,103855.0,65676.0,,47.611303539008,-122.33659260581,52.0,33040.4,0.0,0.628654616772194,0.397549666468929,,12.014930299710423
60,162.2,2025,NonResidential,Mixed Use Property,Restaurant,Performing Arts,Office,DOWNTOWN,7,98101,1926.0,2.0,1.0,64597.0,64597.0,0.0,21292.0,15904.0,14011.0,47.608858335673,-122.33744341363,99.0,32298.5,0.0,0.3296128303171974,0.2462033840580832,0.2168986175828599,11.075938729539109
63,73.9,2025,NonResidential,Hotel,Hotel,Parking,Swimming Pool,EAST,7,98101,1982.0,34.0,2.0,1083197.0,926614.0,156583.0,994212.0,117668.0,,47.610869904038,-122.33338585636,43.0,31858.735294117647,0.14455634570627504,0.9178496616958872,0.10863028608831081,,13.89542833475735
65,92.2,2025,NonResidential,Hotel,Hotel,Parking,,DOWNTOWN,7,98101,1985.0,7.0,1.0,71150.0,57420.0,13730.0,57420.0,13730.0,,47.609967348807,-122.34137594226,40.0,10164.285714285714,0.19297259311314124,0.8070274068868587,0.19297259311314124,,11.172559658233004
66,34.1,2025,NonResidential,Hotel,Hotel,Other - Entertainment/Public Assembly,,DOWNTOWN,7,98101,1908.0,7.0,1.0,122810.0,122810.0,0.0,96360.0,26450.0,,47.611554420916,-122.34113865672,117.0,17544.285714285714,0.0,0.7846266590668513,0.21537334093314878,,11.718401867230671
68,46.4,2025,NonResidential,Hotel,Hotel,Parking,,LAKE UNION,7,98109,2000.0,7.0,1.0,150453.0,115718.0,34735.0,115718.0,34735.0,,47.620013253179,-122.34274307382,25.0,21493.285714285714,0.23086944095498263,0.7691305590450174,0.23086944095498263,,11.921412668610715
69,57.4,2025,NonResidential,Hotel,Hotel,Parking,,LAKE UNION,7,98109,1997.0,6.0,1.0,116300.0,88100.0,28200.0,88490.0,28200.0,,47.62024939687,-122.34313720687,28.0,19383.333333333332,0.24247635425623387,0.7608770421324161,0.24247635425623387,,11.663936936922068
70,59.0,2025,NonResidential,Hotel,Hotel,Parking,,MAGNOLIA/QUEEN ANNE,7,98119,1998.0,6.0,1.0,155602.0,118858.0,36744.0,118858.0,36744.0,,47.620231876659,-122.35950632286,27.0,25933.666666666668,0.23614092363851363,0.7638590763614863,0.23614092363851363,,11.955063170746223
73,47.4,2025,School,K-12 School,K-12 School,,,NORTHEAST,3,98112,1911.0,3.0,1.0,56072.0,56072.0,0.0,67064.0,,,47.634422429426,-122.30792638359,114.0,18690.666666666668,0.0,1.1960336709944357,,,10.934409692234288
77,36.4,2025,NonResidential,Hotel,Hotel,Parking,,LAKE UNION,7,98109,1999.0,4.0,1.0,122942.0,78051.0,44891.0,78096.0,44891.0,,47.625190444103,-122.34456175055,26.0,30735.5,0.36513965935156417,0.6352263669047193,0.36513965935156417,,11.719476112310662
82,51.0,2025,NonResidential,Office,Office,,,CENTRAL,3,98122,1962.0,2.0,1.0,54984.0,54984.0,0.0,59221.0,,,47.608227797977,-122.30955617444,63.0,27492.0,0.0,1.0770587807362142,,,10.914815699745034
84,149.0,2025,Hospital,Senior Living Community,Senior Living Community,Parking,,SOUTHWEST,1,98126,1922.0,5.0,1.0,371257.0,296313.0,74944.0,296355.0,,,47.558374391824,-122.37751108851,103.0,74251.4,0.20186555405015932,0.7982475751298965,,,12.824652517688422
86,57.7,2025,Hospital,Hotel,Hotel,Parking,,LAKE UNION,7,98109,2008.0,6.0,1.0,84103.0,63371.0,20732.0,63371.0,20732.0,,47.619881141603,-122.33210511407,17.0,14017.166666666666,0.2465072589562798,0.7534927410437202,0.2465072589562798,,11.339809407255666
87,24.7,2025,School,K-12 School,K-12 School,,,SOUTHWEST,1,98146,2016.0,3.0,1.0,78972.0,78972.0,0.0,89973.0,,,47.509734664622,-122.37850882975,9.0,26324.0,0.0,1.1393025376082662,,,11.276861300879848
95,305.1,2025,NonResidential,Hotel,Hotel,,,EAST,3,98104,1908.0,7.0,1.0,76631.0,76631.0,0.0,20000.0,,,47.608979634135,-122.32693259472,117.0,10947.285714285714,0.0,0.2609909827615456,,,11.246770023062728
96,141.4,2025,NonResidential,Medical Office,Medical Office,Parking,,EAST,3,98104,1983.0,6.0,1.0,121099.0,96783.0,24316.0,96783.0,24316.0,,47.60845142319,-122.32636618563,42.0,20183.166666666668,0.2007943913657421,0.7992056086342579,0.2007943913657421,,11.704371929541184
100,50.2,2025,NonResidential,Office,Office,Parking,Other - Services,LAKE UNION,7,98109,2010.0,5.0,2.0,438093.0,287367.0,150726.0,271499.0,150726.0,10946.0,47.624239783773,-122.33645624039,15.0,87618.6,0.3440502359088139,0.6197291442684544,0.3440502359088139,0.02498556242624283,12.990188778204896
102,63.5,2025,NonResidential,Hotel,Hotel,Parking,,LAKE UNION,7,98109,1990.0,7.0,1.0,282863.0,238097.0,44766.0,238342.0,51988.0,,47.62641636929,-122.33324902585,35.0,40409.0,0.15826035925518714,0.842605784425676,0.18379215379883548,,12.552721495745804
103,94.3,2025,NonResidential,Indoor Arena,Indoor Arena,,,MAGNOLIA/QUEEN ANNE,7,98109,1962.0,3.0,3.0,932000.0,932000.0,0.0,932000.0,,,47.62207926414,-122.35398171561,63.0,310666.6666666667,0.0,1.0,,,13.745089166628526
104,75.5,2025,NonResidential,Other,Other,,,MAGNOLIA/QUEEN ANNE,7,98109,1962.0,1.0,1.0,65127.0,65127.0,0.0,65000.0,,,47.62141185363,-122.3508583948,63.0,65127.0,0.0,0.9980499639166551,,,11.084109843253813
106,64.4,2025,NonResidential,Other,Other,,,MAGNOLIA/QUEEN ANNE,7,98109,1938.0,5.0,1.0,396085.0,396085.0,0.0,278500.0,,,47.62141185363,-122.3508583948,87.0,79217.0,0.0,0.7031319035055607,,,12.889386638375425
107,46.2,2025,NonResidential,Office,Office,Parking,College/University,LAKE UNION,7,98109,2010.0,12.0,1.0,571329.0,571329.0,0.0,598780.0,310699.0,21201.0,47.621124899899,-122.33629484404,15.0,47610.75,0.0,1.0480476222981854,0.5438180102882927,0.037108216106656586,13.255722255149015
110,45.1,2025,NonResidential,Social/Meeting Hall,Social/Meeting Hall,,,MAGNOLIA/QUEEN ANNE,7,98109,1962.0,2.0,1.0,52000.0,52000.0,0.0,54981.0,,,47.623947038278,-122.35143418375,63.0,26000.0,0.0,1.057326923076923,,,10.859018228147887
112,57.8,2025,NonResidential,Performing Arts,Performing Arts,,,MAGNOLIA/QUEEN ANNE,7,98109,1928.0,2.0,1.0,262048.0,262048.0,0.0,296000.0,,,47.623947038278,-122.35143418375,97.0,131024.0,0.0,1.129564049334473,,,12.476286788157395
113,43.8,2025,NonResidential,Other,Other,Parking,,MAGNOLIA/QUEEN ANNE,7,98109,1986.0,2.0,1.0,66240.0,63888.0,2352.0,55632.0,,,47.623910130361,-122.34837134179,39.0,33120.0,0.035507246376811595,0.8398550724637681,,,11.101054885563546
114,53.8,2025,NonResidential,Office,Office,Parking,,LAKE UNION,7,98109,2010.0,6.0,1.0,920598.0,616891.0,303707.0,729584.0,185014.0,,47.62419131804,-122.34443044387,15.0,153433.0,0.3299018681335393,0.7925109548358784,0.20097154241047666,,13.732779824116589
115,57.4,2025,NonResidential,Office,Office,Parking,Other,MAGNOLIA/QUEEN ANNE,7,98119,1970.0,4.0,1.0,76213.0,50283.0,25930.0,48546.0,21454.0,2406.0,47.620527315601,-122.35842039522,55.0,19053.25,0.3402306693083857,0.6369779433954837,0.28150053140540326,0.03156941729101334,11.241300451833114
116,59.3,2025,NonResidential,Hotel,Hotel,Parking,Other - Restaurant/Bar,MAGNOLIA/QUEEN ANNE,7,98109,2002.0,6.0,1.0,127200.0,81560.0,45640.0,78094.0,45640.0,1758.0,47.622909792035,-122.35708127869,23.0,21200.0,0.35880503144654086,0.6139465408805032,0.35880503144654086,0.013820754716981132,11.753523791492476
117,51.3,2025,NonResidential,Hotel,Hotel,Restaurant,Parking,NORTHEAST,4,98105,1962.0,4.0,2.0,71403.0,60953.0,10450.0,52953.0,8000.0,,47.657724589578,-122.31755510316,63.0,17850.75,0.14635239415710824,0.741607495483383,0.1120401103595087,,11.176109169167443
118,28.6,2025,School,K-12 School,K-12 School,,,DELRIDGE NEIGHBORHOODS,1,98106,1999.0,3.0,1.0,75364.0,75364.0,0.0,75364.0,,,47.562740989054,-122.35788245064,26.0,25121.333333333332,0.0,1.0,,,11.230098255244629
119,39.9,2025,School,K-12 School,K-12 School,,,EAST,3,98112,1923.0,3.0,1.0,67743.0,67743.0,0.0,67743.0,,,47.625478183622,-122.30827667396,102.0,22581.0,0.0,1.0,,,11.123491173934593
120,38.4,2025,School,K-12 School,K-12 School,Parking,,EAST,3,98112,1908.0,6.0,1.0,168239.0,161514.0,6725.0,161514.0,94411.0,,47.626443907425,-122.3042942277,117.0,28039.833333333332,0.03997289570194783,0.9600271042980522,0.5611719042552559,,12.033146810376582
121,51.3,2025,NonResidential,Office,Office,Parking,,SOUTHEAST,2,98144,2003.0,3.0,1.0,99433.0,63681.0,35752.0,63681.0,35752.0,,47.584076189798,-122.30124900007,22.0,33144.333333333336,0.35955869781662025,0.6404413021833798,0.35955869781662025,,11.507249386471992
122,34.5,2025,School,K-12 School,K-12 School,,,SOUTHEAST,2,98144,1991.0,2.0,1.0,60725.0,60725.0,0.0,58602.0,,,47.573241348203,-122.29057986216,34.0,30362.5,0.0,0.9650391107451626,,,11.014127221416956
127,31.1,2025,School,K-12 School,K-12 School,,,SOUTHEAST,2,98118,1989.0,3.0,1.0,59955.0,59955.0,0.0,61327.0,,,47.554778724765,-122.275956418,36.0,19985.0,0.0,1.0228838295388207,,,11.001366238850487
130,32.0,2025,School,K-12 School,K-12 School,,,MAGNOLIA/QUEEN ANNE,7,98119,1964.0,2.0,1.0,93218.0,93218.0,0.0,94263.0,,,47.636826274092,-122.35895522816,61.0,46609.0,0.0,1.0112102812761483,,,11.442706842557458
131,101.5,2025,NonResidential,Data Center,Data Center,Office,,NORTHEAST,4,98115,1941.0,4.0,1.0,56521.0,56521.0,0.0,51285.0,12911.0,,47.675235418149,-122.31533508756,84.0,14130.25,0.0,0.9073618655013181,0.22842837175563066,,10.94238522187658
136,39.1,2025,Multifamily LR (1-4),Multifamily Housing,Multifamily Housing,,,NORTHWEST,5,98133,2001.0,4.0,1.0,51390.0,51390.0,0.0,53557.0,,,47.731406976751,-122.34579503119,24.0,12847.5,0.0,1.0421677369137965,,,10.847218338835674
137,29.9,2025,School,K-12 School,K-12 School,,,NORTHWEST,5,98133,1963.0,2.0,1.0,131013.0,131013.0,0.0,132672.0,,,47.724631099974,-122.35314866453,62.0,65506.5,0.0,1.0126628655171623,,,11.78305946670208
138,45.9,2025,School,K-12 School,K-12 School,,,NORTHWEST,5,98133,1959.0,1.0,1.0,245587.0,245587.0,0.0,269361.0,,,47.725699384722,-122.33683812584,66.0,245587.0,0.0,1.0968047982995843,,,12.411410614126586
139,43.6,2025,Multifamily LR (1-4),Multifamily Housing,Multifamily Housing,,,NORTHWEST,5,98133,2002.0,3.0,1.0,69138.0,69138.0,0.0,69138.0,,,47.725288470195,-122.34115371234,23.0,23046.0,0.0,1.0,,,11.14387424996344
140,31.3,2025,School,K-12 School,K-12 School,,,LAKE UNION,6,98103,1991.0,3.0,1.0,66588.0,66588.0,0.0,65188.0,,,47.654635460439,-122.34912372248,34.0,22196.0,0.0,0.9789751907250556,,,11.106294677722047
141,35.5,2025,School,K-12 School,K-12 School,,,DELRIDGE NEIGHBORHOODS,1,98126,1926.0,3.0,,44324.0,44324.0,0.0,50742.0,,,47.532837659185,-122.37492741813,99.0,14774.666666666666,0.0,1.1447974009565924,,,10.699304130942409
142,60.3,2025,University,College/University,College/University,,,MAGNOLIA/QUEEN ANNE,7,98119,1927.0,2.0,,82746.0,82746.0,0.0,82746.0,,,47.651149424406,-122.36037207314,98.0,41373.0,0.0,1.0,,,11.32354303880569
144,31.1,2025,NonResidential,Hotel,Hotel,Enclosed Mall,,DOWNTOWN,7,98104,1904.0,5.0,2.0,182237.0,169037.0,13200.0,160264.0,19556.0,,47.604797963586,-122.33679617226,121.0,36447.4,0.07243315023842578,0.8794262416523538,0.10731080955020111,,12.113068804081719
145,77.6,2025,NonResidential,Performing Arts,Performing Arts,Parking,,DOWNTOWN,7,98101,1998.0,6.0,1.0,174000.0,174000.0,0.0,183010.0,153719.0,,47.608043659762,-122.33670430783,27.0,29000.0,0.0,1.0517816091954022,0.8834425287356322,,12.066816325306588
147,219.5,2025,Hospital,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),,,BALLARD,6,98107,1954.0,5.0,2.0,451526.0,302661.0,148865.0,286191.0,,,47.667365014384,-122.37955532187,71.0,90305.2,0.3296930852265429,0.6338306099759482,,,13.02039045071564
148,20.3,2025,School,K-12 School,K-12 School,,,NORTHWEST,6,98107,1991.0,2.0,1.0,55513.0,55513.0,0.0,79292.0,,,47.670175033514,-122.36326114478,34.0,27756.5,0.0,1.4283501161890009,,,10.924390520176528
163,151.0,2025,NonResidential,Fire Station,Fire Station,Office,Electric Vehicle Charging Station,DOWNTOWN,2,98104,2006.0,4.0,1.0,61156.0,61156.0,0.0,30301.0,27659.0,,47.601035290444,-122.32851632596,19.0,15289.0,0.0,0.49547059977761787,0.45226960559879653,,11.02119960717217
167,31.0,2025,NonResidential,Museum,Museum,,,DOWNTOWN,2,98104,1910.0,4.0,1.0,72820.0,59000.0,13820.0,57155.0,,,47.598089522803,-122.3228269072,115.0,18205.0,0.1897830266410327,0.7848805273276572,,,11.195759654126208
169,26.4,2025,School,K-12 School,K-12 School,,,SOUTHEAST,2,98144,1990.0,4.0,1.0,289588.0,289588.0,0.0,265346.0,,,47.576014920333,-122.29276798706,35.0,72397.0,0.0,0.9162879677334697,,,12.576217955346895
171,64.0,2025,University,College/University,College/University,,,EAST,3,98122,1925.0,3.0,5.0,122976.0,122976.0,0.0,766840.0,,,47.614383819198,-122.32174227818,100.0,40992.0,0.0,6.235688264376789,,,11.719752624999476
172,46.3,2025,University,College/University,College/University,,,DELRIDGE NEIGHBORHOODS,1,98106,1970.0,2.0,27.0,529343.0,529343.0,0.0,530245.0,,,47.546998006059,-122.3530738634,55.0,264671.5,0.0,1.0017039991083285,,,13.179393783051578
174,83.2,2025,NonResidential,Vehicle Repair Services,Vehicle Repair Services,,,GREATER DUWAMISH,1,98134,1950.0,1.0,1.0,67356.0,67356.0,0.0,67772.0,,,47.595448461812,-122.32146498324,75.0,67356.0,0.0,1.0061761387255774,,,11.117762111107313
175,38.0,2025,School,K-12 School,K-12 School,,,CENTRAL,3,98122,2008.0,3.0,1.0,254523.0,254523.0,0.0,255419.0,,,47.605419510346,-122.30190468815,17.0,84841.0,0.0,1.00352031054168,,,12.447150413080536
176,39.3,2025,School,K-12 School,K-12 School,,,SOUTHEAST,2,98118,2001.0,3.0,1.0,78804.0,78804.0,0.0,78804.0,,,47.514820464559,-122.25863614511,24.0,26268.0,0.0,1.0,,,11.27473172560964
177,33.7,2025,School,K-12 School,K-12 School,,,CENTRAL,3,98122,2002.0,3.0,1.0,66994.0,66994.0,0.0,68127.0,,,47.612236770161,-122.2908688849,23.0,22331.333333333332,0.0,1.0169119622652776,,,11.112373268722708
178,42.5,2025,School,K-12 School,K-12 School,,,GREATER DUWAMISH,2,98118,2000.0,3.0,1.0,103166.0,103166.0,0.0,103166.0,,,47.529151625745,-122.28903550453,25.0,34388.666666666664,0.0,1.0,,,11.544104313451228
179,48.1,2025,NonResidential,Multifamily Housing,Multifamily Housing,,,GREATER DUWAMISH,2,98118,1958.0,1.0,1.0,54765.0,54765.0,0.0,54765.0,,,47.538267691283,-122.28405605646,67.0,54765.0,0.0,1.0,,,10.910824842428626
180,40.4,2025,NonResidential,Multifamily Housing,Multifamily Housing,Office,Food Service,GREATER DUWAMISH,2,98118,2009.0,5.0,1.0,89821.0,89821.0,0.0,89821.0,37938.0,4579.0,47.537222662175,-122.28399692598,16.0,17964.2,0.0,1.0,0.4223733870698389,0.05097916968192293,11.405585213149562
182,63.6,2025,University,College/University,College/University,,,MAGNOLIA/QUEEN ANNE,7,98119,1980.0,2.0,1.0,53016.0,53016.0,0.0,53016.0,,,47.651466742569,-122.36121517328,45.0,26508.0,0.0,1.0,,,10.878367895820443
183,42.3,2025,University,College/University,College/University,Parking,,MAGNOLIA/QUEEN ANNE,7,98119,2001.0,4.0,1.0,135520.0,92287.0,43233.0,92287.0,43233.0,,47.650681049957,-122.36331486044,24.0,33880.0,0.31901564344746164,0.6809843565525384,0.31901564344746164,,11.816881888843309
185,32.5,2025,School,K-12 School,K-12 School,Parking,,NORTH,5,98125,2011.0,2.0,1.0,236758.0,236758.0,0.0,244739.0,,,47.707628612172,-122.29453071339,14.0,118379.0,0.0,1.0337095261828533,,,12.374798025109309
189,31.3,2025,School,K-12 School,K-12 School,,,NORTHWEST,6,98117,2002.0,3.0,1.0,62526.0,62526.0,0.0,60834.0,,,47.687253902172,-122.35996030202,23.0,20842.0,0.0,0.9729392572689761,,,11.043353742439358
190,45.7,2025,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98108,2007.0,3.0,1.0,64015.0,64015.0,0.0,36200.0,24419.0,,47.536045323555,-122.31722281405,18.0,21338.333333333332,0.0,0.5654924627040537,0.38145747090525656,,11.066888331097017
